Title,Screen #,Ink Color,Print,Transfer,Screen,NEW 2024 SIZING,,,
America Stacked,3963M,Multi,DTF,,,,,,
Land That I Love Heart,3964M,Multi,DTF,,,,,,
Sweet Land Of Liberty Retro,3965M,Multi,DTF,,,,,,
America One Nation Under God Retro,3966M,Multi,DTF,,,,,,
Vintage America,3967M,Multi,DTF,,,    ,,,
Party In The USA Hot Dog,3968M,Multi,DTF,,,,,,
American Babe Smiley Face Wavy,3969M,Multi,DTF,,,,,,
America Vibes Smiley Face,3970M,Multi,DTF,,,,,,
,,,,,,,,,
Merica Map,3972M,Multi,DTF,,,X - ES 11 13,,,
Leopard Merica,3973M,Multi,DTF,,,X - ES 11 13,, ,
USA Firework,3974M,Multi,DTF,,,X - ES 11 13,,,
Star Flag Firework,3975M,Multi,DTF,,,X - ES 11 13,,,
USA Stacked Colorful,3976M,Multi,DTF,,,,,,
Retro USA,3977M,Multi,DTF,,,X - ES 11 13,,,
Retro Sweet Land Of Liberty,3978M,Multi,DTF,,,X - ES 11 13,,,
Flag Smiley Face,3979M,Multi,DTF,,,X - ES 11 13,,,
Party In The USA Smiley Face,3980M,Multi,DTF,,,X - ES 11 13,,,
Let Freedom Ring Rainbow,3981M,Multi,DTF,,,X - 7 8 10 11 13,,,
Boom Boom Baby Firework,3982M,Multi,DTF,,,X - 7 8 10 11 13,,,
America Vibes Peace Signs,3983M,Multi,DTF,,,,,,
Home America,3984W,White,Solid,X,X,X - ES 11 13,,,
Home America,3984B,Black,Solid,X,,X - ES 11 13,,,
Patriotic Lips,3985M,Multi,DTF,,,X - ES 11 13,,,
Land Of The Free Bubble,3986M,Multi,DTF,,,X - ES 11 13,,,
USA Vibes Bubble,3987M,Multi,DTF,,,X - ES 2.5 4 11 13,,,
USA Bold,3988W,White,DTF,,X,X - ES 11 13,,,
USA Bold,3988R,Red,DTF,,,X - ES 11 13,,,
USA Bold,3988B,Blue,DTF,,,X - ES 11 13,,,
American Mama Smiley Face,3989M,Multi,DTF,,,X - ES 11 13,,,
American Smile,3990M,Multi,DTF,,,,,,
Party In The USA Wavy,3991M,Multi,DTF,,,,,,
USA Checkerboard,3992M,Multi,DTF,,,,,,
Stacked Foutth Of July Smiley Faces,3993M,Multi,DTF,,,,,,
Freedom Tour Born Free,3994M,Multi,DTF,,,,,,
Leopard Patriotic Smiley Face ,3995M,Multi,DTF,,,,,,
Leopard American Babe ,3996M,Multi,DTF,,,,,,
Happy 4th Of July Rainbow ,3997M,Multi,DTF,,,X - ES 8 10 11 13,,,
America Statue ,3998M,Multi,DTF,,,X - ES 11 13,,,
America Vibes Stacked ,3999M,Multi,DTF,,,X - ES 5 7 8 10 11 13,,,
,,,,,,,,,
Halloween 4000-4099,,,,,,,,,
Raising Little Ghouls & Goblins,4001W,White,Distressed,,X,X - ES 11 13,,,
Raising Little Ghouls & Goblins,4001B,Black,Distressed,,X,X - ES 11 13,,,
Raising Little Ghouls & Goblins,4001O,Orange,Distressed,,X,X - ES 11 13,,,
It's Just A Bunch Of Hocus Pocus,4002W,White,Distressed,,X,X - ES 11 13,,,
It's just A Bunch Of Hocus Pocus,4002B,Black,Distressed,,X,X - ES 11 13,,,
It's Just A Bunch Of Hocus Pocus,4002O,Orange,Distressed,,X,X - ES 11 13,,,
Trick or Treat,4003W,White,Distressed,X,X,X - ES 11 13,,,
Tirck or Treat,4003B,Black,Distressed,X,X,X - ES 11 13,,,
Trick or Treat,4003O,Orange,Distressed,X,X,X - ES 11 13,,,
If the Broom Fits,4004W,White,Distressed,,,X - ES 11 13,,,
If the Broom Fits,4004B,Black,Distressed,,,X - ES 11 13,,,
If the Broom Fits,4004O,Orange,Distressed,,,X - ES 11 13,,,
Halloween Words,4005W,White,Solid,,X,X - ES 11 13,,,
Halloween Words,4005B,Black,Solid,,X,X - ES 11 13,,,
Halloween Words,4005O,Orange,Solid,,X,X - ES 11 13,,,
Spooky (Block),4006W,White,Distressed,,X,X - ES 11 13,,,
Spooky (Block),4006B,Black,Distressed,,X,X - ES 11 13,,,
Spooky (Block),4006O,Orange,Distressed,,X,X - ES 11 13,,,
I Don't Do Costumes,4007W,White,Distressed,,,X - ES 11 13,,,
I Don't Do Costumes,4007B,Black,Distressed,,,X - ES 11 13,,,
I Don't Do Costumes,4007O,Orange,Distressed,,,X - ES 11 13,,,
Boo!,4008W,White,Distressed,,X,X - ES 11 13,,,
Boo!,4008B,Black,Distressed,,X,X - ES 11 13,,,
Boo!,4008O,Orange,Distressed,,X,X - ES 11 13,,,
You Don't Scare Me I Have Toddlers,4009W,White,Distressed,,,X - ES 11 13,,,
You Don't Scare Me I Have Toddlers,4009B,Black,Distressed,,X,X - ES 11 13,,,
You Don't Scare Me I Have Toddlers,4009O,Orange,Distressed,,,X - ES 11 13,,,
You Don't Scare Me I Have Teenagers,4010W,White,Distressed,,,X - ES 11 13,,,
You Don't Scare Me I Have Teenagers,4010B,Black,Distressed,,,X - ES 11 13,,,
You Don't Scare Me I Have Teenagers,4010O,Orange,Distressed,,,X - ES 11 13,,,
Mummy of Little Monsters,4011W,White,Distressed,,X,,,,
Mummy of Little Monsters,4011B,Black,Distressed,,X,,,,
Mummy of Little Monsters,4011O,Orange,Distressed,,X,,,,
Spooky (Cursive),4012W,White,Solid,,X,X - ES 11 13,,,
Spooky (Cursive),4012B,Black,Solid,,X,X - ES 11 13,,,
Spooky (Cursive),4012O,Orange,Solid,,X,X - ES 11 13,,,
100% That Witch,4013W,White,Solid,,,X - ES 11 13,,,
100% That Witch,4013B,Black,Solid,,,X - ES 11 13,,,
Halloween Pumpkin Faces,4014W,White,Solid,,X,X - ES 11 13,,,
Halloween Pumpkin Faces,4014B,Black,Solid,,X,X - ES 11 13,,,
Halloween Pumpkin Faces,4014O,Orange,Solid,,X,X - ES 11 13,,,
Hocus Pocus Caffeine,4015W,White,Distressed,,X,X - ES 11 13,,,
Hocus Pocus Caffeine,4015B,Black,Distressed,,X,X - ES 11 13,,,
Hocus Pocus Caffeine,4015O,Orange,Distressed,,,X - ES 11 13,,,
Retro Boo Stripes,4016M,Multi,DTF,,,,,,
Smell my Feet,4017W,White,Solid,,,,,,
Smell my Feet,4017B,Black,Solid,,,,,,
Smell my Feet,4017O,Orange,Solid,,,,,,
Creepin it real,4018W,White,Solid,,,,,,
Creepin it real,4018B,Black,Solid,,,,,,
Creepin it real,4018O,Orange,Solid,,,,,,
Trick Trick Trick,4019M,Multi,DTF,,,,,,
Bad witch,4020M,Multi-DTF,DTF,,,,,,
It's spooky season,4021M,Multi-DTF,DTF,,,,,,
The boo crew colorful,4022M,Multi-DTF,DTF,,,,,,
Retro salem witch company,4023M,Multi-DTF,DTF,,,,,,
Retro halloween stripes,4024M,Multi-DTF,DTF,,,,,,
Hey Boo,4025B,Black,Solid,,,,,,
Hey Boo,4025W,White,Solid,,,,,,
Halloween collage,4026M,Multi-DTF,DTF,,,,,,
Momster Halloween,4027B,Black,DTF,,X,,,,
Momster Halloween,4027W,White,DTF,,X,,,,
Momster Halloween,4027O,Orange,,,X,,,,
Skeleton Baby,4028B,Black,Solid,,,,,,
Skeleton Baby,4028W,White,Solid,,,,,,
Kicks or treats,4029B,Black,Solid,,,,,,
Kicks or treats,4029W,White,Solid,,,,,,
Mummy to be,4030B,Black,Solid,,,,,,
Mummy to be,4030W,White,Solid,,,,,,
Scary Dad costume,4031B,Black,Solid,,,,,,
Scary Dad costume,4031W,White,Solid,,,,,,
One spooky Dad,4032B,Black,Solid,,,,,,
One spooky Dad,4032W,White,Solid,,,,,,
Dadcula,4033B,Black,Solid,,X,,,,
Dadcula,4033W,White,Solid,,,,,,
Frequent Flyer,4044B,Black,Solid,,,,,,
Frequent Flyer,4044W,White,Solid,,,,,,
Boy Mom Halloween,4045B,Black,Solid,,X,,,,
Boy Mom Halloween,4045W,White,Solid,,X,,,,
Fourth Sanderson Sister,4046B,Black,DTF,,,,,,
Fourth Sanderson Sister,4046W,White,DTF,,X,,,,
Pumpkin Trio,4047B,Black,DTF,,X,,,,
Pumpkin Trio,4047W,White,DTF,,,,,,
Trick or Treat Circle,4048B,Black,Solid,,X,,,,
Trick or Treat Circle,4048W,White,Solid,,,,,,
Witch Collage,4049M,Multi,DTF,,,,,,
Good Witch Bad Attitude,4050B,Black,Solid,,,,,,
Good Witch Bad Attitude,4050W,White,Solid,,,,,,
Halloween Town University,4051B,Black,Solid,,X,,,,
Halloween Town University,4051W,White,Solid,,X,,,,
Hey Ghoul Hey,4052M,Multi,DTF,,,,,,
Spooky Nights and Frightful Sights,4053M,Multi,DTF,,,,,,
Witchy Woman,4054M,Multi,DTF,,,,,,
Lets Go Ghouls,4055B,Black,Solid,,,,,,
Lets Go Ghouls,4055W,White,Solid,,X,,,,
Feeling Kinda Witchy,4056B,Black,Solid,,,,,,
Feeling Kinda Witchy,4056W,White,Solid,,,,,,
Leopard Spooky Vibes Pumpkin,4057M,Multi,DTF,,,,,,
Cuddle and Watch Horror Movies,4058B,Black,DTF,,X,,,,
Cuddle and Watch Horror Movies,4058W,White,DTF,,,,,,
Witches Be Crazy,4059B,Black,Solid,,,,,,
Witches Be Crazy,4059W,White,Solid,,,,,,
I Put The Boo In Boujee,4060B,Black,Solid,,X,,,,
I Put The Boo In Boujee,4060W,White,Solid,,X,,,,
Bake and Watch Scary Movies,4061B,Black,Solid,,,,,,
Bake and Watch Scary Movies,4061W,White,Solid,,,,,,
Boo Web Ghost,4062M,Multi,DTF,,,,,,
Ghouls Rule,4063B,Black,Solid,,,,,,
Ghouls Rule,4063W,White,Solid,,,,,,
Trick or Treat Stacked,4064M,Multi,DTF,,,,,,
Hocus Pocus Colorful Stars,4065M,Multi,DTF,,,,,,
Bad to the Bone Hand,4066M,Multi,DTF,,,,,,
Boo Colorful Stars,4067M,Multi,DTF,,,,,,
Boo Thang Stars,4068B,Black,Solid,,X,,,,
Boo Thang Stars,4068W,White,Solid,,,,,,
Ghoul Gang Stars,4069B,Black,Solid,,,,,,
Ghoul Gang Stars,4069W,White,Solid,,,,,,
Ghouls Rule Stars,4070B,Black,Solid,,,,,,
Ghouls Rule Stars,4070W,White,Solid,,X,,,,
Hey Boo Stars,4071B,Black,Solid,,X,,,,
Hey Boo Stars,4071W,White,Solid,,,,,,
I'm A Momster,4072B,Black,Solid,,X,,,,
I'm A Momster,4072W,White,Solid,,X,,,,
Let's Go Ghouls Checkered,4073M,Multi,DTF,,,,,,
Spooky Vibes Stars,4074B,Black,Solid,,X,,,,
Spooky Vibes Stars,4074W,White,Solid,,,,,,
Totally Evil Momster,4075B,Black,Solid,,,,,,
Totally Evil Momster,4075W,White,Solid,,,,,,
Two Dancing Skeletons,4076B,Black,DTF,x,,,,,
Two Dancing Skeletons,4076W,White,DTF,x,,,,,
Feelin' Spooky Stars,4077B,Black,Solid,,,,,,
Feelin' Spooky Stars,4077W,White,Solid,,,,,,
Hey Boo Ghost,4078B,Black,Solid,,,,,,
Hey Boo Ghost,4078W,White,Solid,,X,,,,
Momster Bats,4079B,Black,Solid,,X,,,,
Momster Bats,4079W,White,Solid,,,,,,
Momster Bats,4079O,Orange,Solid,,X,,,,
Spooky Squad Bat,4080B,Black,Solid,,,,,,
Spooky Squad Bat,4080W,White,Solid,,,,,,
Boo Y'all Cursive,4081B,Black,Solid,,,,,,
Boo Y'all Cursive,4081W,White,Solid,,,,,,
Witches Be Crazy Hat,4082B,Black,Solid,X,X,,,,
Witches Be Crazy Hat,4082W,White,Solid,X,,,,,
Boo Thang Wavy,4083B,Black,DTF,,,,,,
Boo Thang Wavy,4083W,White,DTF,,,,,,
I'm A Haunt Mess,4084B,Black,DTF,,,,,,
I'm A Haunt Mess,4084W,White,DTF,,X,,,,
I'm Extra Witchy Wavy,4085B,Black,Solid,,,,,,
I'm Extra Witchy Wavy,4085W,White,Solid,,,,,,
Spooky Mama Colorful,4086M,Multi,DTF,,,,,,
Spooky Mama Stacked,4087B,Black,Solid,,X,,,,
Spooky Mama Stacked,4087W,White,Solid,,X,,,,
Bad to the Bone Hand Back,4088M,Multi,DTF,,,,,,
Let's Go Ghouls Front,4089B,Black,Solid,,,,,,
Let's Go Ghouls Front,4089W,White,Solid,,,,,,
Spooky Nights and Frightful Sights Front,4090M,Multi,DTF,,,,,,
Momster Checkered,4091M,Multi,DTF,,,,,,
Spooky Babe Bats,4092M,Multi,DTF,,,,,,
Stay Spooky Retro Checkered,4093M,Multi,DTF,,,,,,
Dadcula Checkered,4094M,Multi,DTF,,,,,,
Bone To Be Wild,4095M,Multi,DTF,,,,,,
Boo Chart,4096M,Multi,DTF,,,,,,
Halloween Bat Smiley Face,4097B,Black,Solid,,,,,,
Halloween Bat Smiley Face,4097W,White,Solid,,,,,,
Momster Ghost,4098B,Black,Solid,,X,,,,
Momster Ghost,4098W,White,Solid,,,,,,
Motherhood Hocus Pocus,4099B,Black,DTF,,,,,,
Motherhood Hocus Pocus,4099W,White,DTF,,,,,,
,,,,,,,,,
Teacher Halloween 4100-4199,,,,,,,,,
Spook Tacular Teacher,4101W,White ,Solid,,X,"x-ss 11, 13",,,
Spook Tacular Teacher,4101B,Black,Solid,,X,"x-ss 11, 13",,,
Spook Tacular Teacher,4101O,Orange,Solid,,X,"x-ss 11, 13",,,
I Teach the Cutest Pumpkins in the Patch,4102W,White ,Solid,,X,"x-ss 11, 13",,,
I Teach the Cutest Pumpkins in the Patch,4102B,Black,Solid,,X,"x-ss 11, 13",,,
I Teach the Cutest Pumpkins in the Patch,4102O,Orange,Solid,,X,"x-ss 11, 13",,,
Teaching Little Monsters,4103W,White ,Solid,,,"x-ss 11, 13",,,
Teaching Little Monsters,4103B,Black,Solid,,X,"x-ss 11, 13",,,
Teaching Little Monsters,4103O,Orange,Solid,,X,"x-ss 11, 13",,,
You don't scare me I'm a teacher,4104W,White ,Distressed,,,"x-ss 11, 13",,,
You don't scare me I'm a teacher,4104B,Black,Distressed,,X,"x-ss 11, 13",,,
You don't scare me I'm a teacher,4104O,Orange,Distressed,,X,"x-ss 11, 13",,,
Teaching Little ghouls & goblins,4105W,White ,Distressed,,X,"x-ss 11, 13",,,
Teaching Little ghouls & goblins,4105B,Black,Distressed,,X,"x-ss 11, 13",,,
Teaching Little ghouls & goblins,4105O,Orange,Distressed,,X,"x-ss 11, 13",,,
Hocus Pocus It's time to focus,4106W,White ,Distressed,,X,"x-ss 11, 13",,,
Hocus Pocus It's time to focus,4106B,Black,Distressed,,X,"x-ss 11, 13",,,
Hocus Pocus It's time to focus,4106O,Orange,Distressed,,X,"x-ss 11, 13",,,
Trick or Teach,4107W,White ,Solid,,,"x-ss 11, 13",,,
Trick or Teach,4107B,Black,Solid,,X,"x-ss 11, 13",,,
Trick or Teach,4107O,Orange,Solid,,X,"x-ss 11, 13",,,
Pumpkin Face,4108W,White ,Solid,,X,"x-ss 11, 13",,,
Pumpkin Face,4108B,Black,Solid,,X,"x-ss 11, 13",,,
Pumpkin Face,4108O,Orange,Solid,,,"x-ss 11, 13",,,
Spooktacular Teacher Halloween,4109M,Multi,DTF,,,"x-ss 11, 13",,,
Wait Until It's Quiet,4110B,Black,DTF,,,"x-ss 11, 13",,,
Wait Until It's Quiet,4110W,White,DTF,,,"x-ss 11, 13",,,
Wait Until It's Quiet Apple,4111B,Black,Solid,,X,"x-ss 11, 13",,,
Wait Until It's Quiet Apple,4111W,White,Solid,,,"x-ss 11, 13",,,
One Spooky Teacher,4112B,Black,Solid,,,"x-ss 11, 13",,,
One Spooky Teacher,4112W,White,Solid,,,"x-ss 11, 13",,,
,,,,,,,,,
Fall 4200-4299,,,,,,,,,
Fall I love you,4201W,White,Solid,,X,X - ES 11 13,,,
Fall I love you,4201B,Black,Solid,,X,X - ES 11 13,,,
Fall Words,4202W,White,Distressed,,X,X - ES 11 13,,,
Fall Words,4202B,Black,Distressed,,X,X - ES 11 13,,,
Hello Fall,4203W,White,Distressed,,X,X - ES 11 13,,,
Hello Fall,4203B,Black,Distressed,,X,X - ES 11 13,,,
Orange Plaid Pumpkin,4204M,muti-DTF,DTF,,,X - ES 11 13,,,
Leopard Pumpkin,4205M,muti-DTF,DTF,,,X - ES 11 13,,,
It's Fall Y'all Pumpkins,4206M,muti-DTF,DTF,,,,,,
Farm Fresh Pumpkins,4207R,Rust,Solid,,,,,,
Farm Fresh Pumpkins,4207UB,University Blue,Solid,,X,,,,
Farm Fresh Pumpkins,4207W,White,Solid,,X,,,,
Farm Fresh Pumpkins,4207B,Black,Solid,,X,,,,
Apple Cider Kinda Day,4208W,White,Solid,,X,,,,
Apple Cider Kinda Day,4208B,Black,Solid,,X,,,,
Autumn Definition,4209B,Black,Distressed,,X,,,,
Autumn Definition,4209W,White,Distressed,,X,,,,
Fall Sweet Fall,4210W,White,Solid,,X,,,,
Fall Sweet Fall,4210B,Black,Solid,,X,,,,
Fall heart,4211B,Black,Distressed,,X,,,,
Fall heart,4211W,White,Distressed,,X,,,,
Pumpkin Variety,4212B,Black,Solid,,X,,,,
Pumpkin Variety,4212W,White,Solid,,X,,,,
Fall is my favorite color colorful,4213M,muti-DTF,DTF,,,,,,
Pumpkin Chart,4214M,muti-DTF,DTF,,,,,,
Oh My Gourd,4215M,Multi,DTF,,,,,,
Retro Thankful,4216W,White,Solid,,X,,,,
Retro Thankful,4216B,Black,Solid,,X,,,,
Retro Hello Pumpkin,4217M,Multi,DTF,,,,,,
Grateful Stacked,4218M,Multi,DTF,,,,,,
Boho Thankful Pumpkins,4219M,Multi,DTF,,,,,,
Fall Vibes Plaid,4220M,Multi,DTF,,,,,,
Boho Fall rainbow,4221M,Multi,DTF,,,,,,
Buffalo Plaid Leaf,4222M,Multi,DTF,,,,,,
Thankful Grateful Blessed Plaid,4223M,Multi,DTF,,,,,,
Thankful Mama Plaid,4224M,Multi,DTF,,,,,,
Thankful Teacher Plaid,4225M,Multi,DTF,,,,,,
Retro pumpkin spice,4226M,Multi,DTF,,,,,,
Leopard hello pumpkin,4227M,Multi,DTF,,,,,,
Leopard hello fall,4228M,Multi,DTF,,,,,,
Grateful rainbow,4229M,Multi,DTF,,,,,,
Retro fall stripes,4230M,Multi,DTF,,,,,,
Retro happy fall y'all,4231M,Multi,DTF,,,,,,
Pumpkin spice season,4232M,Multi,DTF,,,,,,
Fall vibes retro,4233B,Black,Solid,,X,,,,
Fall vibes retro,4233W,White,Solid,,X,,,,
Fall babe,4234M,Multi-DTF,DTF,,,,,,
Fall babe,4234B,Black,,X,X,,,,
I love fall most of all pumpkins,4235M,Multi-DTF,DTF,,,,,,
My favorite color is fall circle,4236M,Multi-DTF,DTF,,,,,,
Happy fall y'all colorful words,4237M,Multi-DTF,DTF,,,,,,
Happy Harvest,4238B,Black,Solid,,X,,,,
Happy harvest,4238W,White,Solid,,X,,,,
Pumpkin season colorful words,4239M,Multi-DTF,DTF,,,,,,
It's fall Y'all leaves,4240B,Black,Solid,X,X,,,,
It's fall Y'all leaves,4240W,White,Solid,X,X,,,,
Flannels hayrides pumpkins,4241M,Muti-DTF,DTF,,,,,,
Pumpkin everything,4242B,Black,Solid,,X,,,,
Pumpkin everything,4242W,White,Solid,,,,,,
Boho Grateful pumpkins,4243M,Multi-DTF,DTF,,,,,,
Pumpkins Stacked,4244M,Multi-DTF,DTF,,,,,,
Autumn vibes,4245M,Multi-DTF,DTF,,,,,,
Fall vibes pumpkin,4246B,Black,Solid,,X,,,,
Fall vibes pumpkin,4246W,White,Solid,,X,,,,
Hand drawn hello pumpkin,4247B,Black,Solid,,X,,,,
Hand drawn hello pumpkin,4247W,White,Solid,,X,,,,
Pumpkin swirl,4248M,Multi-DTF,DTF,,,,,,
Sweater weather,4249B,Black,Solid,,X,,,,
Sweater weather,4249W,White,Solid,,X,,,,
Fall babe wavy,4250B,Black,Solid,,,,,,
Fall babe wavy,4250W,white,Solid,,X,,,,
It's pumpkin season baby wavy,4251B,Black,Solid,,,,,,
It's pumpkin season baby wavy,4251W,White,Solid,,X,,,,
Sweater Weather Wavy,4252B,Black,Solid,,,,,,
Sweater Weather Wavy,4252W,White,Solid,,X,,,,
All the plaid and pumpkin things,4253B,Black,Solid,,,,,,
All the plaid and pumpkin things,4253W,White,Solid,,,,,,
Fall Rainbow,4254M,Multi-DTF,DTF,,,,,,
It's Fall Y'all cursive,4255B,Black,Solid,x,x,,,,
It's Fall Y'all cursive,4255W,White,Solid,x,x,,,,
Autumn Is My Favorite Color Colorful,4256M,Multi,DTF,,,,,,
Pumpkin Season Pumpkin,4257B,Black,Solid,X,X,,,,
Pumpkin Season Pumpkin,4257W,White,Solid,X,X,,,,
Pumpkin Spice Spice Baby,4258M,Multi,DTF,,,,,,
Baseball Mom Baseball,4259M,Multi,DTF,,,,,,
Whatever Spices Your Pumpkin,4260B,Black,Solid,X,X,,,,
Whatever Spices Your Pumpkin,4260W,White,Solid,X,X,,,,
Fall Plaid Hearts,4261M,Multi,DTF,,,,,,
Fall Breeze Crunchy Leaves,4262B,Black,Distressed,,X,,,,
Fall Breeze Crunchy Leaves,4262W,White,Distressed,,X,,,,
Give Thanks Acorn,4263B,Black,DTF,,X,,,,
Give Thanks Acorn,4263W,White,DTF,,X,,,,
Hello Pumpkin Stacked,4264M,Multi,DTF,,,,,,
Pumpkin Spice Everything Nice,4265M,Multi,DTF,,,,,,
Spice Girl,4266M,Multi,DTF,,,,,,
Change Is Beautiful,4267B,Black,Solid,X,X,,,,
Change Is Beautiful,4267W,White,Solid,X,X,,,,
Fall Bucket List,4268B,Black,Solid,,X,,,,
Fall Bucket List,4268W,White,Solid,,X,,,,
All The Fall Things,4269B,Black,Solid,X,X,,,,
All The Fall Things,4269W,White,Solid,X,,,,,
You Are The Pumpkin To My Spice,4270B,Black,Solid,X,,,,,
You Are The Pumpkin To My Spice,4270W,White,Solid,X,X,,,,
Orange Leopard Pumpkin,4271M,Orange,DTF,,,,,,
Hey Pumpkin Colorful,4272M,Multi,DTF,,,,,,
Mama Spice Wavy Colorful,4273M,Multi,DTF,,,,,,
Mama Spice Wavy,4274B,Black,Solid,X,X,,,,
Mama Spice Wavy,4274W,White,Solid,X,,,,,
Mini Spice Wavy,4275B,Black,Solid,,,,,,
Mini Spice Wavy,4275W,White,Solid,,,,,,
Mini Spice Wavy Colorful,4276M,Multi,DTF,,,,,,
Thankful Leaf,4277M,Multi,DTF,,,,,,
Thankful Mama Heart,4278M,Multi,DTF,,,,,,
Thankful Mini Heart,4279M,Multi,DTF,,,,,,
Grateful Heart,4280B,Black,Solid,X,X,,,,
Grateful Heart,4280W,White,Solid,X,,,,,
Fall Feel Stars,4281B,Black,Solid,,X,,,,
Fall Feel Stars,4281W,White,Solid,,X,,,,
Spice Girl Wavy,4282M,Multi,DTF,,,,,,
Fall Babe Stars,4283M,Multi,DTF,,,,,,
Fall Babe Stars,4283W,White,,,X,,,,
Spice Girl Mug,4284M,Multi,DTF,,,,,,
Hello Pumpkin Stars,4285M,Multi,DTF,,,,,,
Bonfires Pumpkins Sweaters Colorful,4286M,Multi,DTF,,,,,,
Pumpkin Patch Stars,4287M,Multi,DTF,,,,,,
Pumpkin Spice Season Stars,4288M,Multi,DTF,,,,,,
Hey Boo Cursive,4289B,Black,Solid,,,,,,
Hey Boo Cursive,4289W,White,Solid,,,,,,
Sweet Potato Pie,4290M,Multi,DTF,,,,,,
Butterfly Pumpkin,4291M,Multi,DTF,,,,,,
Pumpkin Season Colorful Bold,4292M,Multi,DTF,,,,,,
Plaid Pumpkins Chart,4293M,Multi,DTF,,,,,,
Get Ready To Fall In Love,4294B,Black,Solid,X,,,,,
Get Ready To Fall In Love,4294W,White,Solid,X,X,,,,
Fall Babe Wavy Stars,4295B,Black,Solid,X,,,,,
Fall Babe Wavy Stars,4295W,White,Solid,X,X,,,,
Boho It's Fall Y'all Pumpkins,4296M,Multi,DTF,,,,,,
Eat Pray and Give Thanks,4297M,Multi,DTF,,,,,,
Meet Me Pumpkin Patch Colorful,4298M,Multi,DTF,,,,,,
Retro Mommy Needs Some Pumpkin Spice,4299M,Multi,DTF,,,,,,
Little Pumpkin Coming Soon,16700W,White,,X,X,,,,
Fall Harvest Market,16701B,Black,Distressed,X,X,,,,
Fall Collage Heart,16702M,Multi,DTF,,,,,,
Pumpkin Daisy Checkered,16703M,multi,DTF,,,,,,
Fall Breeze Autumn Leaves,16704M,Multi,Distressed,,,,,,
Pumpkin Season Bold,16705B,Black,Solid,X,X,,,,
Sweater Weather Bold,16706B,Black,Solid,x,X,,,,
,,,,,,,,,
Thanksgiving 4300-4399,,,,,,,,,
Gobble Gobble,4301W,White,Distressed,,X,,,,
Gobble Gobble,4301B,Black,Distressed,,X,,,,
Gobble 'Til you Wobble,4302W,White,Distressed,,X,,,,
Gobble 'Til you Wobble,4302B,Black,Distressed,,X,,,,
Leftovers are for quitters,4303W,White,Distressed,,X,,,,
Leftovers are for quitters,4303B,Black,Distressed,,X,,,,
Talk Turkey to me,4304W,White,Distressed,,X,,,,
Talk Turkey to me,4304B,Black,Distressed,,X,,,,
I'm Just here for the Food (Thanksgiving),4305W,White,Distressed,X,X,,,,
I'm Just here for the Food (Thanksgiving),4305B,Black,Distressed,X,X,,,,
Give Thanks,4306W,White,Solid,,X,,,,
Give Thanks,4306B,Black,Solid,,X,,,,
Thankful and Blessed,4307W,White,Solid,,X,,,,
Thankful and Blessed,4307B,Black,Solid,,X,,,,
Thankful Grateful Blessed,4308W,White,Solid,,X,,,,
Thankful Grateful Blessed,4308B,Black,Solid,,X,,,,
My Favorite Season is Pumpkin Spice,4309W,White,Solid,,X,,,,
My Favorite Season is Pumpkin Spice,4309B,Black,Solid,,X,,,,
Pumpkin Spice Everything,4310W,White,Solid,,X,,,,
Pumpkin Spice Everything,4310B,Black,Solid,,X,,,,
Life is Better with Pumpkin,4311W,White,Distressed,,X,,,,
Life is Better with Pumpkin,4311B,Black,Distressed,,X,,,,
It's a Pumpkin kinda day,4312W,White,Solid,,X,,,,
It's a Pumpkin kinda day,4312B,Black,Solid,,X,,,,
You had me at Pumpkin Spice,4313W,White,Solid,,X,,,,
You had me at Pumpkin Spice,4313B,Black,Solid,,X,,,,
GIve thanks for everything,4314W,White,Solid,,X,,,,
Give thanks for everything,4314B,Black,Solid,,X,,,,
Give thanks for everything,4314M,Multi,Solid,,X,,,,
Gratitude turns what we have into enough,4315W,White,Solid,,X,,,,
Gratitude turns what we have into enough,4315B,Black,Solid,,X,,,,
I hate pumpkin spice,4316W,White,Solid,,X,,,,
I hate pumpkin spice,4316B,Black,Solid,,X,,,,
Get your fat pants ready,4317W,White,Solid,,X,,,,
Get your fat pants ready,4317B,Black,Solid,,X,,,,
autumn leaves and pumpkin please,4318W,White,Solid,,X,,,,
autumn leaves and pumpkin please,4318B,Black,Solid,,X,,,,
Thanksgiving  ,4319W,White,Solid,,X,,,,
Thanksgiving,4319B,Black,Solid,,X,,,,
Be Grateful,4320W,White,Solid,,,,,,
9 Pumpkins,4321B,Black,Solid,,X,,,,
Nine Pumpkins,4321W,White,Solid,,X,,,,
Fall for Jesus,4322B,Black,Solid,,X,,,,
Fall for Jesus,4322W,White,Solid,,X,,,,
Fall is my favorite circle,4323B,Black,Distressed,,X,,,,
Fall is my favorite circle,4323W,White,Distressed,,X,,,,
Fall Pumpkin,4324O,Orange,Distressed,,,,,,
Fall pumpkin,4324B,Black,Distressed,,X,,,,
Fall pumpkin,4324W,White,Distressed,,X,,,,
Floral pumpkin,4325B,Black,Distressed,,X,,,,
Floral pumpkin,4325W,White,Distressed,,X,,,,
Hello October,4326B,Black,Distressed,,X,,,,
Hello October,4326W,White,Distressed,,X,,,,
Hello Pumpkin,4327B,Black,Solid,,X,,,,
Hello Pumpkin,4327W,White,Solid,,X,,,,
Pumpkin grunge,4328B,Black,Distressed,,X,,,,
